AGE,YEARS_OF_EXPERIENCE,CURRENT_SALARY
28,3,109360
28,4,136888
36,12,35810
34,12,135777
59,13,58828
31,8,184752
35,9,198388
32,4,152613
26,2,133672
50,19,88405
36,7,44411
29,3,107176
31,8,48970
34,4,92318
30,1,182996
38,8,128909
56,0,85857
36,0,126224
23,1,162143
35,6,159542
28,1,116080
22,0,31828
48,13,168100
32,1,68304
40,18,178603
45,13,39346
50,26,144992
28,5,124091
44,11,134669
34,11,136410
57,8,40536
55,24,91351
24,0,75253
22,0,127844
24,0,34527
34,9,101219
47,21,147138
39,3,101452
50,3,89250
55,1,187731
34,2,170657
28,3,111208
24,2,50540
63,27,66266
48,20,192086
44,11,88384
60,30,179499
43,19,144988
22,0,85921
32,3,107796
25,2,93013
32,0,115640
38,13,139841
39,0,181699
59,35,148290
47,1,39236
25,2,56560
39,13,86580
32,0,48847
57,12,178351
31,4,49118
30,3,74112
52,30,193194
48,14,106851
28,6,49140
40,12,140658
53,31,153892
38,7,175657
55,25,166184
52,17,114853
52,2,186707
40,12,51757
58,28,137978
25,0,142016
51,14,190137
55,18,127777
32,3,131545
42,3,181377
43,14,165259
49,3,91164
52,10,55071
54,5,49029
41,8,159959
23,0,199418
24,1,110223
50,7,94500
31,0,138236
35,3,111451
29,7,139780
58,27,91641
60,16,167548
23,0,152683
35,8,167254
63,23,43110
31,9,117304
47,21,139973
61,14,132991
61,28,98402
48,6,124227
42,13,150391
51,15,138433
35,13,69120
26,3,160136
36,2,161952
33,0,85419
32,8,50222
34,7,62151
33,2,95383
40,12,120080
63,32,193566
56,18,146491
59,16,122701
52,0,60180
64,7,191228
49,5,112393
28,2,140400
37,8,31377
23,0,103378
53,16,158401
27,4,159274
44,22,87812
51,19,169359
35,11,165640
37,12,128905
34,1,190378
26,3,36163
31,0,34635
51,25,199603
64,12,162323
36,5,178997
62,28,37070
53,25,166750
27,5,143894
41,10,196552
26,3,46435
64,0,173033
29,2,164794
31,0,49981
50,22,69715
37,14,152239
28,4,147897
63,26,118325
39,10,198382
52,10,70386
50,10,119480
58,2,160439
23,0,82287
41,6,197794
61,39,114036
28,5,135235
47,13,190152
58,24,97772
35,5,87813
43,2,168136
63,41,63434
36,0,102293
62,0,72374
41,16,140868
47,10,180021
63,26,139479
42,18,70596
52,13,93481
54,2,87518
61,33,122104
26,0,187279
51,13,67154
54,26,122355
44,3,180788
42,6,179687
60,33,180777
52,27,55170
51,15,46488
28,3,94130
41,11,199139
22,0,137928
37,1,193916
58,16,116277
45,12,32632
55,32,98814
41,19,107156
40,12,53822
29,7,103785
32,6,199996
53,30,124801
24,2,122232
61,13,64800
61,24,32866
40,11,121894
47,17,170674
25,1,40402
57,22,68361
46,17,127549
54,29,41471
35,6,125335
28,4,53326
47,9,71141
37,3,154472
33,0,38139
52,0,45906
45,22,42330
29,1,106937
58,1,103495
33,3,172152
57,22,117285
35,6,69157
40,3,123030
31,7,131446
37,14,67095
32,3,81483
64,12,105670
54,8,66212
58,13,69904
29,1,124589
48,14,120611
51,4,131658
33,0,122705
49,23,78493
34,12,162378
30,4,119052
64,17,197998
46,0,41725
46,7,39804
37,7,96854
31,9,34799
46,6,41388
27,3,190493
61,19,65185
52,12,108753
22,0,54656
35,3,134120
35,10,153774
35,13,170221
53,15,110784
46,3,46264
37,7,195738
31,4,89260
35,0,91158
47,21,79821
62,17,174357
53,31,176460
62,13,66758
33,9,50810
30,2,77734
39,13,57786
23,1,84802
26,2,88856
23,1,120108
43,21,160652
23,0,136582
23,1,142774
46,17,122937
42,20,86203
49,25,152219
33,9,66633
51,25,156330
34,6,40593
46,13,130763
25,0,34112
36,14,75125
53,28,75203
22,0,87921
49,27,71416
43,7,192133
52,30,62555
52,6,63964
29,5,89181
53,15,98705
49,15,197719
34,6,56802
56,3,155067
36,9,62860
34,0,120293
50,23,93847
51,13,171759
45,4,37086
36,7,156951
61,20,141221
52,6,125673
46,0,77726
61,11,98028
40,17,113831
60,34,117818
30,3,192821
23,1,107951
31,0,88780
35,4,64688
23,0,71970
56,12,38366
32,2,85267
43,4,144187
30,6,142335
63,2,112183
27,0,135178
34,10,92575
54,28,57435
56,30,161707
26,4,139940
56,25,123078
59,26,142393
57,24,142665
29,6,115369
41,14,171635
39,10,183925
31,9,46785
49,15,40588
23,1,101665
46,20,101758
22,0,106759
48,5,115501
28,2,89694
55,16,68870
58,6,158043
63,23,102607
31,7,88255
57,30,197906
56,10,194387
59,13,56918
31,6,88181
37,0,40187
41,19,106328
55,21,119770
31,0,180726
30,6,106275
45,5,158581
26,2,92124
59,3,115354
26,0,143987
34,2,149874
27,4,157603
49,6,125547
58,18,70341
26,0,101367
23,1,64480
49,0,135059
40,8,127267
25,1,148121
49,12,199829
47,7,162997
43,9,171826
43,6,167980
39,1,180956
59,30,169337
31,2,158014
57,12,114517
30,7,183332
43,8,151533
43,4,127840
47,14,44125
23,1,88862
27,1,121303
35,12,46954
46,9,84961
47,15,194956
40,8,135633
61,31,69815
55,26,131842
27,3,101699
23,0,123132
41,10,138305
26,3,75674
48,2,198356
36,9,69623
57,22,71122
30,3,60590
47,3,43485
28,2,59885
46,5,39111
58,19,155667
49,10,79786
22,0,132808
25,0,66059
59,35,47949
58,12,116443
49,27,92750
32,10,116524
45,2,148623
54,8,111362
63,28,51586
31,5,163446
34,1,130287
23,0,88075
55,33,187715
30,4,182522
22,0,102677
56,33,32108
25,2,44315
48,6,107774
50,11,194526
23,0,142973
24,2,69125
39,17,156846
40,3,157446
31,8,192434
44,11,32395
64,16,90316
41,8,83154
50,17,133042
26,3,30602
50,3,190862
43,7,125824
33,4,131419
34,0,185412
46,9,123061
44,12,91780
51,25,175494
58,35,156265
43,7,109163
59,12,171312
27,5,76675
22,0,39427
27,5,45425
46,22,149303
31,8,95365
64,28,33812
30,6,115214
39,7,127850
58,21,166277
53,22,135497
55,5,196449
30,4,122951
57,9,83259
25,2,139260
52,28,36130
44,3,50758
27,2,44336
30,7,104379
42,14,87859
52,11,37715
61,31,107073
60,9,46015
46,7,53441
40,4,151276
39,7,130671
42,15,159643
64,33,78722
44,1,161629
34,12,196569
26,0,178395
39,13,197457
46,21,90502
33,4,47653
26,2,159373
33,0,94534
22,0,115467
50,16,133702
47,15,164767
54,11,114809
38,5,115389
56,28,105819
56,9,95375
25,3,81877
42,20,31311
56,3,170143
30,2,60949
59,16,141780
29,3,183875
25,0,166131
29,1,174721
44,22,187886
62,39,137363
63,12,107479
43,20,183857
23,1,42224
57,19,101759
35,1,164861
57,6,75224
43,19,106948
54,2,34929
60,18,195843
44,4,83409
44,10,63603
34,6,171433
22,0,159872
61,8,43005
40,9,164869
55,7,108017
59,32,84633
45,4,168443
58,31,92260
22,0,180199
26,2,176053
28,2,87417
49,13,168573
22,0,188270
34,9,92373
28,1,68932
43,19,154207
42,7,138721
37,1,84908
34,10,61604
36,5,190899
62,12,160158
62,19,157112
41,8,96502
52,6,91978
61,22,105852
44,5,63893
42,15,72186
40,3,193088
41,4,58928
52,29,165640
30,0,161939
26,0,196098
60,9,58732
35,5,75564
60,34,74536
31,8,189844
53,7,120590
61,15,193293
27,4,88902
48,7,98688
23,0,187719
41,15,51674
41,16,75154
62,23,155466
24,0,58253
54,2,110940
29,5,83838
27,3,101486
43,11,65232
35,5,144447
47,21,166427
64,3,58628
57,17,194024
58,2,135165
60,24,49292
61,21,120202
50,11,47820
22,0,30173
55,32,181697
34,0,33728
28,5,47950
30,3,99069
38,7,54915
43,12,76942
32,3,106395
62,7,136411
25,1,150394
61,6,184522
51,12,106230
42,10,76555
39,2,64315
46,19,101829
63,18,46758
40,18,49767
50,6,43250
37,7,143273
31,6,36987
62,20,160310
60,37,195259
54,11,107403
43,1,71760
26,1,165619
25,3,120875
62,4,56957
38,11,121534
49,9,151507
36,9,55918
55,29,91307
29,6,47909
60,18,109038
62,21,144458
34,5,161421
41,1,117160
61,23,187613
54,25,102226
53,31,135300
39,17,91569
42,8,187054
32,4,135834
32,9,107352
30,1,141554
37,7,32678
59,25,50981
49,4,45878
43,10,59986
60,30,112035
53,28,83973
43,7,73740
24,0,39101
51,15,100900
32,5,137358
44,5,101219
34,11,101342
47,3,162495
47,16,87904
40,6,67742
54,7,165189
42,19,31588
56,9,129227
45,13,169503
43,5,141253
35,8,187257
56,7,184772
26,4,136297
43,7,90186
46,7,80526
55,20,195413
55,26,86616
62,28,163967
36,4,153862
31,1,61873
61,28,32036
57,0,144765
32,2,97510
25,0,64342
29,1,78915
32,7,61470
50,23,177907
63,20,67556
47,6,99442
52,0,150557
46,17,40376
55,13,41043
32,9,123840
48,24,106459
34,5,42845
22,0,128291
31,3,105153
59,3,60782
34,5,45781
59,8,103694
63,28,30676
23,0,179466
22,0,124407
23,0,92556
53,28,74842
33,10,166637
61,3,168831
60,6,45409
54,27,139383
57,12,185024
42,8,106349
60,28,74645
26,1,83510
37,1,73279
35,5,167158
33,3,170473
56,5,101261
24,1,171245
41,10,80828
58,7,193700
30,8,81973
29,2,133550
38,5,57730
53,20,54471
49,5,67186
60,37,108224
34,6,144102
59,19,164655
36,3,63836
64,21,183562
49,8,117562
43,4,111310
23,1,126426
32,3,198188
62,20,68986
51,10,175390
41,12,61935
30,7,99133
60,26,146790
23,1,192286
56,31,171997
30,3,87742
63,6,195672
35,9,40534
35,12,96296
22,0,61954
33,6,82341
56,9,197445
46,0,139676
28,3,37359
60,28,106921
56,10,67197
32,5,122900
28,6,175037
44,3,106879
45,15,43090
22,0,99940
57,26,181151
64,17,195498
31,1,42720
34,8,193457
52,17,196512
64,20,90052
32,10,169275
53,25,188917
44,5,120982
52,10,187170
56,29,192371
51,14,135509
35,1,78511
49,4,195093
35,5,58622
42,1,184977
40,11,39305
37,10,61140
60,2,57734
56,24,191056
24,1,37991
26,3,60046
58,5,43545
47,21,50826
49,21,172415
49,20,60990
34,3,35890
47,7,87303
61,13,187751
55,21,182674
25,2,110172
43,6,130110
54,22,103565
28,2,81003
30,3,97793
42,3,54056
63,30,82404
38,3,191789
55,20,93900
26,1,176405
60,17,158698
59,30,87070
61,11,165350
31,4,89553
46,13,94356
31,3,178036
57,4,73703
42,17,56695
34,4,36810
40,2,118317
42,16,137926
60,0,37253
51,10,147329
33,4,45405
63,33,52448
59,31,98202
25,0,91335
45,6,167596
61,13,88540
52,10,67317
46,0,157259
40,15,95091
39,11,32043
59,28,80954
39,6,187967
45,21,132929
26,0,53711
48,6,76033
44,1,39430
26,0,77894
30,5,66952
28,0,172336
22,0,63542
33,3,95721
58,31,40694
48,7,90639
48,8,184075
59,0,86333
63,38,79190
29,0,152132
37,5,86185
42,9,194667
34,5,183420
45,19,70546
62,15,66722
55,30,170392
38,8,50455
46,19,68234
33,11,151092
46,1,113089
45,7,77930
43,20,133241
50,15,92507
53,3,193496
57,29,158371
64,32,179588
54,22,198104
56,10,32601
61,9,144440
50,3,152115
45,1,99711
25,1,140576
34,3,180389
35,11,69367
43,8,115582
51,25,156126
23,0,100426
63,35,85879
58,23,182967
51,11,142313
62,6,170474
60,38,54641
48,0,166247
24,1,112938
47,25,157301
64,13,74469
34,10,178930
50,23,91849
45,0,132192
42,16,50161
48,12,55673
32,8,96191
51,29,112221
24,1,104810
56,25,87230
31,0,78049
44,9,160613
61,28,169921
56,26,77813
29,3,122933
50,12,58565
59,27,75713
58,9,86734
47,18,114942
33,7,143531
40,8,171047
48,16,70811
42,16,158212
49,4,115235
28,0,156834
32,6,175629
48,19,142773
35,11,125110
27,2,142073
57,24,117463
28,0,119607
56,34,34595
62,35,93624
30,0,134846
36,9,106289
25,0,191892
63,16,36508
53,27,113451
30,3,46807
34,7,144588
35,9,181859
51,26,47447
22,0,131498
28,5,90403
49,7,138643
62,40,57684
33,9,153426
64,14,169711
55,13,144925
58,17,180387
39,13,59016
45,11,187325
25,2,51422
35,11,147841
59,2,35769
31,4,41719
41,4,88392
54,0,145479
63,41,116104
60,17,63634
23,0,96082
57,26,197292
37,7,164638
52,12,124649
50,13,134677
57,2,95486
36,7,163008
47,3,115955
55,10,137584
63,28,121356
43,21,71997
28,4,170483
26,0,128322
62,13,163911
51,15,125100
54,1,163571
42,7,34092
38,13,134301
51,1,142724
23,1,110219
47,8,89489
48,8,119921
24,1,86416
24,0,145378
62,21,149990
58,24,112599
46,13,84595
39,7,152392
36,3,110267
58,34,113324
54,21,100395
38,13,164871
61,3,60864
32,6,38708
27,5,176233
36,5,91470
62,12,187492
26,3,140089
55,10,139187
60,12,146732
33,1,96314
64,36,142841
61,4,148968
54,14,113997
27,0,74746
38,0,106767
47,21,174806
43,17,92298
47,0,112848
63,9,48182
56,2,191120
34,5,160583
61,33,171947
26,0,114615
43,21,143878
60,18,58733
56,22,44990
27,5,180364
30,6,43376
44,9,191769
62,22,66628
50,12,138946
32,1,33847
58,23,134596
37,12,35164
26,3,82774
40,1,52075
50,23,97473
51,27,112588
31,7,50341
52,21,153140
33,4,68876
40,11,81337
50,21,117530
42,0,37889
28,6,106299
47,14,185106
27,4,196319
51,13,187417
42,4,90538
40,4,154188
50,17,185399
41,14,33949
64,0,61773
63,5,126683
36,1,117331
28,6,108354
23,1,185497
57,22,47155
31,5,136660
58,10,161483
64,28,75941
37,0,139123
30,3,191085
33,7,150165
49,15,172988
36,8,39589
26,4,144545
26,4,172774
25,1,192206
29,6,152060
26,1,160276
40,6,119443
48,6,169636
28,2,106309
27,5,96053
40,9,199198
59,31,144264
54,3,86865
54,26,127228
26,0,64549
37,0,69162
31,2,71915
28,0,174926
37,8,174638
51,10,72811
58,10,67799
35,6,146279
61,28,144786
38,16,164324
29,1,180828
34,8,153235
50,6,138742
24,1,112593
29,3,180243
53,25,139861
26,4,86644
32,9,176498
57,30,141586
56,3,155681
50,3,35693
26,0,169087
34,8,169963
45,7,73118
40,8,137337
63,16,47231
46,14,43083
52,25,133728
46,5,123472
30,6,84738
45,15,163899
59,26,197542
49,10,109707
27,5,190886
43,7,70866
39,13,37798
30,5,84580
26,2,30250
54,29,184178
30,7,86921
40,18,110183
26,4,44560
27,2,158752
50,28,198123
62,37,199311
50,25,32161
55,2,94082
43,13,126616
40,2,70788
49,24,69052
59,25,93454
24,2,43039
47,10,130461
47,6,67338
26,2,182214
49,13,89147
41,4,179606
58,18,66751
62,36,87318
31,7,122153
53,5,75364
41,0,198433
35,6,51641
50,22,92657
52,17,68577
60,33,99592
49,12,42509
54,22,171947
24,2,66075
27,3,57070
32,9,98288
47,9,181530
38,5,67604
46,5,43023
48,15,162836
34,0,78463
35,13,171087
36,10,90508
41,3,178948
45,11,51641
61,30,88200
64,24,31756
30,6,124551
47,21,53115
43,10,188422
41,12,89736
34,12,116402
28,3,54964
56,6,145043
44,0,180397
56,14,142441
46,5,30089
23,1,39968
55,13,123118
47,25,195840
49,11,30784
44,8,180656
52,15,186552
34,3,40408
40,0,47397
60,18,94934
61,34,116082
32,0,56766
23,0,188469
51,25,55812
51,3,123442
22,0,70452
32,10,105621
30,7,60949
52,7,35521
50,16,46334
35,5,170930
35,7,91969
30,1,44759
22,0,59084
61,1,131911
47,8,120048
44,9,111466
27,1,61450
48,24,106108
42,3,181226
58,4,189003
55,5,112096
40,4,98757
22,0,123287
57,34,91791
39,1,161424
23,1,104502
40,14,111704
37,3,44036
60,4,94051
56,33,80695
48,24,161671
58,21,146921
48,8,182277
29,3,74965
56,26,65300
54,26,139627
41,16,174760
25,3,190220
59,19,100094
58,27,102105
35,4,34737
44,7,58401
26,4,36949
35,9,113746
49,17,60083
35,1,157308
54,9,30904
40,6,45763
27,4,41993
36,14,65581
62,11,145122
41,1,174442
25,1,97192
35,6,178926
58,19,65501
43,8,173811
30,3,168559
22,0,33111
26,4,189259
47,1,157020
51,25,83662
22,0,51955
39,14,65042
55,30,167198
40,6,75321
49,20,40380
45,4,111291
29,0,188234
32,5,48096
31,6,186902
27,0,49274
36,4,81297
47,8,140733
54,28,173574
35,13,108913
42,11,55262
56,18,134569
52,26,49383
55,3,97837
32,8,86152
42,17,122468
30,7,126588
28,1,114671
58,7,60241
48,9,162043
25,3,116929
35,13,155374
58,18,157501
46,15,94393
43,20,67922
28,3,195867
28,5,193545
28,1,177308
25,0,142348
45,5,60818
31,2,96761
40,14,65744
33,8,58343
50,3,142048
25,1,112883
59,1,166178
46,3,114308
53,7,66564
57,26,164878
63,39,172794
22,0,184620
28,0,81686
55,27,68731
41,1,118736
48,20,190861
46,10,139941
56,23,157461
54,18,98237
25,2,67091
61,29,105232
31,5,117360
57,29,48631
31,1,140412
27,0,167524
58,2,80856
53,14,176006
64,33,76759
44,1,98301
52,7,64678
47,23,96041
64,26,147236
46,21,141241
28,2,160552
24,1,164367
26,3,47136
62,0,122277
55,25,171261
53,17,113796
60,5,72381
28,1,63637
22,0,103541
58,4,152293
47,16,34683
29,6,103034
39,10,111335
51,29,173688
32,2,46585
57,17,64817
36,3,104891
39,14,42942
36,14,71926
54,19,148777
35,10,80531
50,13,154442
50,2,47065
63,1,93205
56,0,165697
35,10,170093
39,8,138933
46,8,184673
35,0,95259
58,0,131127
57,19,157218
53,16,159338
29,1,135962
47,0,175657
25,0,31591
34,6,131214
46,16,127728
63,34,56773
47,7,171268
49,26,77527
37,1,72547
30,5,173042
52,16,114246
56,21,73270
44,17,123680
58,20,138263
24,2,142141
58,36,70420
44,19,38311
64,18,186845
28,0,153224
23,1,43564
39,2,54471
56,23,155668
63,37,51953
37,8,61261
40,13,90363
59,8,160361
23,0,128469
60,37,64318
44,19,123413
23,0,197272
51,27,105829
44,8,172248
59,12,85948
54,28,103086
54,11,130662
49,13,194359
43,7,92322
44,0,53607
49,11,197786
53,6,90277
44,10,60751
52,20,113624
34,2,110851
33,4,56849
45,8,149479
40,4,70923
24,1,152426
53,17,116964
49,25,76022
39,6,54888
25,2,107761
36,2,82322
37,3,46723
48,23,92000
61,7,173373
43,8,105863
51,11,136033
43,9,127829
50,6,81145
32,0,175569
57,35,57905
36,0,124630
22,0,34136
25,0,30502
49,4,147223
44,19,172935
38,10,147192
60,27,61591
37,11,189387
45,18,158821
42,12,41482
44,10,80497
41,16,183845
53,7,100832
26,3,173380
53,22,121986
35,0,152600
40,3,130137
45,9,131457
57,21,34276
48,0,112085
62,7,115432
62,36,136455
32,6,55300
38,4,125649
51,6,132534
56,8,193752
36,13,45937
46,3,86338
59,27,189746
28,4,149437
23,1,160537
24,2,33485
55,18,169134
28,4,112407
41,7,103200
22,0,171673
51,22,141368
22,0,147775
50,22,99878
26,3,45510
24,2,113282
51,13,186953
22,0,46630
64,12,105623
32,10,114664
38,2,190370
60,9,100407
42,11,133727
49,27,91761
25,0,178683
61,32,56721
32,6,147672
23,1,94410
59,14,160043
30,8,174076
60,11,42187
36,0,97178
58,35,191213
33,11,162815
58,23,125991
27,1,126886
62,25,148348
33,4,53367
54,15,135379
51,23,179057
64,23,143873
41,13,186560
31,2,148806
33,0,105860
29,1,146090
44,14,195517
25,3,96949
50,5,69995
54,19,70749
25,2,162939
36,1,148429
33,4,53746
41,15,189167
55,27,130877
45,14,35680
37,10,198614
56,18,175204
52,30,96122
64,20,163836
28,6,173339
64,42,85636
35,3,147051
53,5,64733
48,18,77388
44,13,57086
46,17,120078
53,31,155676
56,8,125906
59,32,167043
30,8,156256
42,2,69476
25,1,60468
39,16,48611
63,27,79383
37,9,156957
33,3,184975
33,0,44190
46,1,120590
52,13,167530
28,1,185384
44,4,175663
62,38,95251
54,14,147169
60,17,144877
30,2,83186
57,22,125596
38,2,63368
33,3,46598
58,26,31386
63,30,163377
55,23,96723
29,2,131732
39,2,119220
41,5,76908
32,10,88392
46,9,164395
40,2,61935
38,0,165825
44,2,183242
52,0,159137
24,0,157039
33,2,39691
37,0,144303
32,2,132209
62,25,163007
52,11,164675
48,7,76553
38,1,146161
49,24,197317
23,1,64861
59,35,35914
39,16,65351
58,1,181990
34,7,168179
37,6,33462
24,0,191193
35,6,87014
42,3,57597
45,1,125939
25,1,47856
63,30,97197
55,0,152465
55,12,165129
28,5,31488
26,3,92327
57,15,78003
41,10,169468
61,12,101592
25,3,179704
44,20,182681
54,4,46718
25,1,112359
39,16,99015
25,0,162389
62,1,117614
56,9,69096
52,0,110038
42,14,135470
49,15,116242
28,4,156848
35,2,134436
22,0,130901
25,1,53747
49,22,164573
54,23,90884
53,27,93797
57,21,70768
62,1,191375
46,23,92144
43,18,101211
26,0,188338
35,0,184865
46,6,147386
